"","age","income","gender","race","price","ydum"
"1069","(60,90]","(4e+03,6e+03]","Female","White",15,1
"1070","(40,50]","(2e+03,4e+03]","Male","White",15,1
"1071","(60,90]","(0,1e+03]","Female","Black",15,0
"1072","(30,40]","(0,1e+03]","Male","White",15,0
"1073","(60,90]","(0,1e+03]","Female","Black",15,0
"1074","(60,90]","(2e+03,4e+03]","Female","White",15,1
"1075","(60,90]","(6e+03,1e+04]","Male","White",15,1
"1076","(60,90]","(0,1e+03]","Male","Black",15,0
"1077","(60,90]","(0,1e+03]","Female","Black",15,0
"1078","(40,50]","(1e+04,3e+04]","Male","White",15,1
"1079","(60,90]","(1e+03,2e+03]","Male","White",15,1
"1080","(0,25]","(1e+04,3e+04]","Male","Hispanic",15,0
"1081","(30,40]","(1e+04,3e+04]","Female","White",15,1
"1082","(40,50]","(1e+04,3e+04]","Female","Black",15,0
"1083","(40,50]","(0,1e+03]","Female","Hispanic",15,0
"1084","(50,60]","(0,1e+03]","Male","White",15,1
"1085","(40,50]","(1e+04,3e+04]","Male","White",15,1
"1086","(40,50]","(2e+03,4e+03]","Male","Hispanic",15,0
"1087","(40,50]","(1e+04,3e+04]","Female","Black",15,0
"1088","(50,60]","(1e+04,3e+04]","Male","Hispanic",15,1
"1089","(60,90]","(4e+03,6e+03]","Female","Black",15,0
"1090","(50,60]","(1e+03,2e+03]","Female","Hispanic",15,1
"1091","(50,60]","(4e+03,6e+03]","Female","Hispanic",15,0
"1092","(25,30]","(0,1e+03]","Male","Black",15,1
"1093","(60,90]","(0,1e+03]","Female","Hispanic",15,0
"1094","(60,90]","(6e+03,1e+04]","Male","Hispanic",15,0
"1095","(0,25]","(4e+03,6e+03]","Female","Black",15,0
"1096","(30,40]","(6e+03,1e+04]","Female","Hispanic",15,0
"1097","(60,90]","(0,1e+03]","Male","White",15,1
"1098","(60,90]","(2e+03,4e+03]","Female","White",15,1
"1099","(0,25]","(2e+03,4e+03]","Male","Hispanic",15,0
"1100","(60,90]","(0,1e+03]","Female","Hispanic",15,0
"1101","(60,90]","(0,1e+03]","Male","Hispanic",15,0
"1102","(40,50]","(1e+04,3e+04]","Male","White",15,1
"1103","(40,50]","(6e+03,1e+04]","Female","Hispanic",15,0
"1104","(50,60]","(0,1e+03]","Male","Black",15,0
"1105","(60,90]","(6e+03,1e+04]","Female","Hispanic",15,0
"1106","(60,90]","(1e+04,3e+04]","Male","Black",15,0
"1107","(40,50]","(1e+04,3e+04]","Female","White",15,1
"1108","(50,60]","(0,1e+03]","Female","White",15,1
"1109","(60,90]","(1e+04,3e+04]","Male","White",15,1
"1110","(50,60]","(1e+04,3e+04]","Female","Hispanic",15,1
"1111","(60,90]","(0,1e+03]","Female","Hispanic",15,0
"1112","(60,90]","(1e+04,3e+04]","Male","Hispanic",15,0
"1113","(60,90]","(6e+03,1e+04]","Male","Hispanic",15,0
"1114","(60,90]","(1e+03,2e+03]","Female","White",15,1
"1115","(30,40]","(0,1e+03]","Female","Black",15,0
"1116","(30,40]","(1e+04,3e+04]","Male","Hispanic",15,0
"1117","(25,30]","(0,1e+03]","Female","Black",15,1
"1118","(50,60]","(0,1e+03]","Male","Black",15,0
"1119","(30,40]","(6e+03,1e+04]","Female","White",15,1
"1120","(60,90]","(1e+04,3e+04]","Female","Black",15,0
"1121","(60,90]","(0,1e+03]","Female","Black",15,0
"1122","(50,60]","(0,1e+03]","Female","Hispanic",15,0
"1123","(60,90]","(2e+03,4e+03]","Female","White",15,1
"1124","(50,60]","(1e+04,3e+04]","Female","White",15,1
"1125","(30,40]","(0,1e+03]","Male","White",15,0
"1126","(60,90]","(1e+03,2e+03]","Female","White",15,1
"1127","(0,25]","(0,1e+03]","Male","Hispanic",15,0
"1128","(25,30]","(6e+03,1e+04]","Female","Hispanic",15,1
"1129","(60,90]","(1e+03,2e+03]","Female","Black",15,1
"1130","(30,40]","(0,1e+03]","Female","White",15,1
"1131","(50,60]","(0,1e+03]","Male","Hispanic",15,0
"1132","(50,60]","(6e+03,1e+04]","Female","White",15,1
"1133","(0,25]","(0,1e+03]","Female","White",15,0
"1134","(50,60]","(1e+03,2e+03]","Male","Hispanic",15,1
"1135","(0,25]","(2e+03,4e+03]","Male","Hispanic",15,0
"1136","(50,60]","(2e+03,4e+03]","Female","Hispanic",15,1
"1137","(60,90]","(4e+03,6e+03]","Female","White",15,1
"1138","(40,50]","(1e+03,2e+03]","Female","Hispanic",15,1
"1139","(60,90]","(2e+03,4e+03]","Female","Hispanic",15,0
"1140","(60,90]","(6e+03,1e+04]","Male","Black",15,0
"1141","(60,90]","(0,1e+03]","Male","White",15,1
"1142","(30,40]","(0,1e+03]","Female","Hispanic",15,0
"1143","(30,40]","(6e+03,1e+04]","Female","White",15,1
"1144","(40,50]","(6e+03,1e+04]","Male","White",15,1
"1145","(50,60]","(1e+04,3e+04]","Female","Hispanic",15,1
"1146","(60,90]","(0,1e+03]","Female","Hispanic",15,0
"1147","(50,60]","(0,1e+03]","Female","Hispanic",15,0
"1148","(30,40]","(2e+03,4e+03]","Female","Black",15,0
"1149","(60,90]","(1e+04,3e+04]","Male","Black",15,0
"1150","(50,60]","(1e+03,2e+03]","Male","White",15,1
"1151","(40,50]","(0,1e+03]","Female","White",15,1
"1152","(50,60]","(1e+03,2e+03]","Female","Hispanic",15,1
"1153","(50,60]","(0,1e+03]","Female","Black",15,0
"1154","(40,50]","(1e+03,2e+03]","Female","White",15,1
"1155","(60,90]","(0,1e+03]","Female","Hispanic",15,0
"1156","(60,90]","(1e+03,2e+03]","Female","Black",15,1
"1157","(50,60]","(0,1e+03]","Male","Black",15,0
"1158","(40,50]","(1e+03,2e+03]","Female","Black",15,1
"1159","(60,90]","(1e+04,3e+04]","Male","Black",15,0
"1160","(60,90]","(1e+03,2e+03]","Male","Black",15,1
"1161","(60,90]","(4e+03,6e+03]","Male","White",15,1
"1162","(40,50]","(0,1e+03]","Female","Hispanic",15,0
"1163","(50,60]","(4e+03,6e+03]","Male","White",15,1
"1164","(40,50]","(6e+03,1e+04]","Male","White",15,1
"1165","(25,30]","(0,1e+03]","Female","Black",15,1
"1166","(0,25]","(0,1e+03]","Female","White",15,0
"1167","(40,50]","(2e+03,4e+03]","Male","Black",15,0
"1168","(0,25]","(6e+03,1e+04]","Male","White",15,1
"1169","(30,40]","(4e+03,6e+03]","Male","Black",15,0
"1170","(30,40]","(0,1e+03]","Male","White",15,0
"1171","(60,90]","(6e+03,1e+04]","Female","Hispanic",15,0
"1172","(0,25]","(1e+03,2e+03]","Female","White",15,1
"1173","(50,60]","(0,1e+03]","Female","Black",15,0
"1174","(60,90]","(2e+03,4e+03]","Female","White",15,1
"1175","(0,25]","(6e+03,1e+04]","Female","Hispanic",15,0
"1176","(60,90]","(6e+03,1e+04]","Female","Black",15,0
"1177","(30,40]","(0,1e+03]","Female","White",15,1
"1178","(60,90]","(0,1e+03]","Female","Hispanic",15,0
"1179","(60,90]","(1e+04,3e+04]","Female","Hispanic",15,0
"1180","(25,30]","(0,1e+03]","Female","White",15,1
"1181","(60,90]","(0,1e+03]","Female","Hispanic",15,0
"1182","(40,50]","(1e+03,2e+03]","Female","White",15,1
"1183","(60,90]","(6e+03,1e+04]","Female","White",15,1
"1184","(60,90]","(1e+04,3e+04]","Female","Black",15,0
"1185","(30,40]","(2e+03,4e+03]","Female","Black",15,0
"1186","(30,40]","(1e+03,2e+03]","Female","Hispanic",15,0
"1187","(30,40]","(0,1e+03]","Female","Black",15,0
"1188","(0,25]","(1e+04,3e+04]","Female","White",15,1
"1189","(25,30]","(1e+04,3e+04]","Female","White",15,1
"1190","(60,90]","(0,1e+03]","Female","Hispanic",15,0
"1191","(0,25]","(1e+03,2e+03]","Male","Black",15,0
"1192","(25,30]","(1e+03,2e+03]","Female","White",15,1
"1193","(25,30]","(6e+03,1e+04]","Female","Hispanic",15,1
"1194","(40,50]","(1e+04,3e+04]","Male","Hispanic",15,0
"1195","(40,50]","(2e+03,4e+03]","Female","Hispanic",15,0
"1196","(60,90]","(6e+03,1e+04]","Female","White",15,1
"1197","(60,90]","(6e+03,1e+04]","Male","Black",15,0
"1198","(25,30]","(0,1e+03]","Female","White",15,1
"1199","(25,30]","(1e+03,2e+03]","Female","White",15,1
"1200","(60,90]","(0,1e+03]","Male","Black",15,0
"1201","(30,40]","(1e+04,3e+04]","Male","Black",15,0
"1202","(0,25]","(4e+03,6e+03]","Male","Hispanic",15,0
"1203","(40,50]","(0,1e+03]","Male","White",15,1
"1204","(30,40]","(1e+04,3e+04]","Female","White",15,1
"1205","(25,30]","(4e+03,6e+03]","Male","Hispanic",15,0
"1206","(0,25]","(0,1e+03]","Female","Black",15,0
"1207","(50,60]","(2e+03,4e+03]","Female","Black",15,1
"1208","(60,90]","(0,1e+03]","Male","White",15,1
"1209","(40,50]","(6e+03,1e+04]","Female","Hispanic",15,0
"1210","(30,40]","(0,1e+03]","Female","Hispanic",15,0
"1211","(30,40]","(0,1e+03]","Male","Black",15,0
"1212","(60,90]","(0,1e+03]","Male","Hispanic",15,0
"1213","(30,40]","(2e+03,4e+03]","Male","Hispanic",15,0
"1214","(60,90]","(0,1e+03]","Male","Black",15,0
"1215","(60,90]","(0,1e+03]","Male","White",15,1
"1216","(30,40]","(0,1e+03]","Female","White",15,1
"1217","(0,25]","(6e+03,1e+04]","Male","White",15,1
"1218","(0,25]","(0,1e+03]","Female","White",15,0
"1219","(50,60]","(0,1e+03]","Female","Black",15,0
"1220","(30,40]","(1e+03,2e+03]","Female","Hispanic",15,0
"1221","(30,40]","(1e+04,3e+04]","Female","Black",15,0
"1222","(30,40]","(0,1e+03]","Female","Hispanic",15,0
"1223","(60,90]","(6e+03,1e+04]","Male","Black",15,0
"1224","(60,90]","(0,1e+03]","Female","Black",15,0
"1225","(40,50]","(1e+03,2e+03]","Male","Black",15,1
"1226","(50,60]","(2e+03,4e+03]","Female","Black",15,1
"1227","(25,30]","(1e+04,3e+04]","Female","White",15,1
"1228","(25,30]","(0,1e+03]","Female","White",15,1
"1229","(40,50]","(1e+03,2e+03]","Female","Hispanic",15,1
"1230","(30,40]","(1e+03,2e+03]","Male","Black",15,0
"1231","(50,60]","(4e+03,6e+03]","Male","Black",15,0
"1232","(0,25]","(0,1e+03]","Female","White",15,0
"1233","(0,25]","(4e+03,6e+03]","Male","White",15,0
"1234","(60,90]","(4e+03,6e+03]","Female","Hispanic",15,0
"1235","(40,50]","(4e+03,6e+03]","Female","White",15,1
"1236","(0,25]","(1e+03,2e+03]","Female","Hispanic",15,0
"1237","(25,30]","(0,1e+03]","Female","Hispanic",15,1
"1238","(0,25]","(0,1e+03]","Female","White",15,0
"1239","(60,90]","(0,1e+03]","Female","White",15,1
"1240","(30,40]","(0,1e+03]","Female","White",15,1
"1241","(0,25]","(0,1e+03]","Male","White",15,0
"1242","(40,50]","(1e+03,2e+03]","Male","Black",15,1
"1243","(0,25]","(0,1e+03]","Male","White",15,0
"1244","(25,30]","(0,1e+03]","Female","Hispanic",15,1
"1245","(30,40]","(6e+03,1e+04]","Female","White",15,1
"1246","(40,50]","(0,1e+03]","Female","Hispanic",15,0
"1247","(0,25]","(1e+03,2e+03]","Female","White",15,1
"1248","(60,90]","(4e+03,6e+03]","Female","White",15,1
"1249","(60,90]","(0,1e+03]","Male","White",15,1
"1250","(0,25]","(0,1e+03]","Male","Hispanic",15,0
"1251","(60,90]","(1e+04,3e+04]","Female","White",15,1
"1252","(40,50]","(1e+04,3e+04]","Female","Black",15,0
"1253","(40,50]","(6e+03,1e+04]","Female","White",15,1
"1254","(40,50]","(0,1e+03]","Female","White",15,1
"1255","(40,50]","(1e+04,3e+04]","Male","White",15,1
"1256","(30,40]","(6e+03,1e+04]","Male","Black",15,0
"1257","(60,90]","(1e+04,3e+04]","Male","Black",15,0
"1258","(50,60]","(0,1e+03]","Female","Hispanic",15,0
"1259","(60,90]","(0,1e+03]","Female","White",15,1
"1260","(0,25]","(2e+03,4e+03]","Male","Hispanic",15,0
"1261","(25,30]","(0,1e+03]","Male","Black",15,1
"1262","(50,60]","(6e+03,1e+04]","Female","Black",15,1
"1263","(30,40]","(0,1e+03]","Female","Black",15,0
"1264","(50,60]","(1e+04,3e+04]","Male","Black",15,1
"1265","(0,25]","(6e+03,1e+04]","Male","White",15,1
"1266","(30,40]","(1e+04,3e+04]","Female","White",15,1
"1267","(0,25]","(1e+04,3e+04]","Female","Black",15,0
"1268","(60,90]","(0,1e+03]","Female","Black",15,0
"1269","(30,40]","(0,1e+03]","Male","Black",15,0
"1270","(60,90]","(0,1e+03]","Male","Hispanic",15,0
"1271","(50,60]","(0,1e+03]","Female","Hispanic",15,0
"1272","(0,25]","(1e+03,2e+03]","Male","Hispanic",15,0
"1273","(0,25]","(6e+03,1e+04]","Female","White",15,1
"1274","(40,50]","(1e+04,3e+04]","Male","White",15,1
"1275","(25,30]","(0,1e+03]","Male","White",15,1
"1276","(25,30]","(4e+03,6e+03]","Female","Black",15,1
"1277","(0,25]","(1e+04,3e+04]","Male","Hispanic",15,0
"1278","(25,30]","(0,1e+03]","Male","Black",15,1
"1279","(60,90]","(4e+03,6e+03]","Female","White",15,1
"1280","(30,40]","(2e+03,4e+03]","Female","Hispanic",15,0
"1281","(0,25]","(0,1e+03]","Female","Black",15,0
"1282","(40,50]","(1e+03,2e+03]","Male","White",15,1
"1283","(50,60]","(2e+03,4e+03]","Male","Hispanic",15,1
"1284","(50,60]","(6e+03,1e+04]","Female","Black",15,1
"1285","(60,90]","(2e+03,4e+03]","Female","White",15,1
"1286","(40,50]","(1e+04,3e+04]","Male","Hispanic",15,0
"1287","(25,30]","(0,1e+03]","Female","Black",15,1
"1288","(0,25]","(1e+03,2e+03]","Female","Hispanic",15,0
"1289","(60,90]","(1e+03,2e+03]","Male","White",15,1
"1290","(60,90]","(6e+03,1e+04]","Female","Hispanic",15,0
"1291","(60,90]","(0,1e+03]","Female","Hispanic",15,0
"1292","(60,90]","(2e+03,4e+03]","Male","White",15,1
"1293","(50,60]","(0,1e+03]","Female","Black",15,0
"1294","(60,90]","(6e+03,1e+04]","Female","Black",15,0
"1295","(60,90]","(2e+03,4e+03]","Female","Black",15,0
"1296","(50,60]","(0,1e+03]","Female","White",15,1
"1297","(60,90]","(6e+03,1e+04]","Female","Hispanic",15,0
"1298","(0,25]","(2e+03,4e+03]","Female","Hispanic",15,0
"1299","(30,40]","(1e+04,3e+04]","Male","Hispanic",15,0
"1300","(50,60]","(0,1e+03]","Female","White",15,1
"1301","(40,50]","(0,1e+03]","Male","Hispanic",15,0
"1302","(25,30]","(0,1e+03]","Male","Black",15,1
"1303","(60,90]","(6e+03,1e+04]","Male","Hispanic",15,0
"1304","(40,50]","(2e+03,4e+03]","Male","White",15,1
"1305","(60,90]","(0,1e+03]","Female","Hispanic",15,0
"1306","(25,30]","(0,1e+03]","Female","Hispanic",15,1
"1307","(0,25]","(1e+04,3e+04]","Female","Black",15,0
"1308","(60,90]","(0,1e+03]","Female","White",15,1
"1309","(50,60]","(2e+03,4e+03]","Female","White",15,1
"1310","(30,40]","(1e+03,2e+03]","Female","White",15,1
"1311","(40,50]","(1e+04,3e+04]","Female","Black",15,0
"1312","(50,60]","(2e+03,4e+03]","Female","Black",15,1
"1313","(30,40]","(0,1e+03]","Male","Black",15,0
"1314","(40,50]","(1e+03,2e+03]","Female","Black",15,1
"1315","(50,60]","(4e+03,6e+03]","Male","White",15,1
"1316","(30,40]","(1e+03,2e+03]","Female","Black",15,0
"1317","(60,90]","(2e+03,4e+03]","Female","Black",15,0
"1318","(0,25]","(1e+03,2e+03]","Male","Hispanic",15,0
"1319","(0,25]","(1e+04,3e+04]","Male","Black",15,0
"1320","(60,90]","(0,1e+03]","Male","Hispanic",15,0
"1321","(40,50]","(1e+03,2e+03]","Female","White",15,1
"1322","(50,60]","(6e+03,1e+04]","Male","Hispanic",15,0
"1323","(40,50]","(1e+04,3e+04]","Female","White",15,1
"1324","(30,40]","(2e+03,4e+03]","Female","White",15,1
"1325","(50,60]","(0,1e+03]","Female","Black",15,0
"1326","(0,25]","(2e+03,4e+03]","Male","Black",15,0
"1327","(50,60]","(0,1e+03]","Male","Black",15,0
"1328","(40,50]","(0,1e+03]","Male","White",15,1
"1329","(60,90]","(1e+03,2e+03]","Male","White",15,1
"1330","(0,25]","(0,1e+03]","Female","Hispanic",15,0
"1331","(50,60]","(0,1e+03]","Female","White",15,1
"1332","(50,60]","(0,1e+03]","Female","Black",15,0
"1333","(0,25]","(0,1e+03]","Male","Hispanic",15,0
"1334","(0,25]","(0,1e+03]","Female","Black",15,0
"1335","(0,25]","(1e+04,3e+04]","Female","Black",15,0
"1336","(25,30]","(0,1e+03]","Female","White",15,1
"1337","(40,50]","(1e+04,3e+04]","Female","Hispanic",15,0
"1338","(0,25]","(1e+03,2e+03]","Male","Hispanic",15,0
"1339","(50,60]","(1e+04,3e+04]","Male","White",15,1
"1340","(50,60]","(0,1e+03]","Female","Hispanic",15,0
"1341","(0,25]","(0,1e+03]","Male","Black",15,0
"1342","(0,25]","(0,1e+03]","Male","Hispanic",15,0
"1343","(40,50]","(2e+03,4e+03]","Female","Hispanic",15,0
"1344","(60,90]","(0,1e+03]","Female","Black",15,0
"1345","(60,90]","(2e+03,4e+03]","Male","Black",15,0
"1346","(60,90]","(0,1e+03]","Female","White",15,1
"1347","(0,25]","(0,1e+03]","Female","Black",15,0
"1348","(0,25]","(0,1e+03]","Female","Hispanic",15,0
"1349","(60,90]","(2e+03,4e+03]","Male","Black",15,0
"1350","(25,30]","(4e+03,6e+03]","Male","Hispanic",15,0
"1351","(60,90]","(0,1e+03]","Female","Black",15,0
"1352","(25,30]","(1e+03,2e+03]","Male","Black",15,1
"1353","(60,90]","(0,1e+03]","Male","Black",15,0
"1354","(40,50]","(0,1e+03]","Female","White",15,1
"1355","(60,90]","(6e+03,1e+04]","Male","White",15,1
"1356","(60,90]","(1e+03,2e+03]","Female","Black",15,1
"1357","(0,25]","(0,1e+03]","Female","Hispanic",15,0
"1358","(0,25]","(6e+03,1e+04]","Male","White",15,1
"1359","(0,25]","(1e+03,2e+03]","Male","Black",15,0
"1360","(25,30]","(0,1e+03]","Female","White",15,1
"1361","(40,50]","(0,1e+03]","Female","Black",15,0
"1362","(40,50]","(1e+04,3e+04]","Female","Black",15,0
"1363","(25,30]","(2e+03,4e+03]","Female","White",15,1
"1364","(0,25]","(2e+03,4e+03]","Female","Black",15,0
"1365","(30,40]","(4e+03,6e+03]","Female","White",15,0
"1366","(60,90]","(6e+03,1e+04]","Female","Black",15,0
"1367","(60,90]","(4e+03,6e+03]","Male","Hispanic",15,0
"1368","(60,90]","(1e+04,3e+04]","Female","Black",15,0
"1369","(30,40]","(0,1e+03]","Male","Hispanic",15,0
"1370","(25,30]","(0,1e+03]","Male","White",15,1
"1371","(50,60]","(1e+04,3e+04]","Male","Hispanic",15,1
"1372","(25,30]","(0,1e+03]","Female","Black",15,1
"1373","(0,25]","(1e+04,3e+04]","Female","Hispanic",15,0
"1374","(0,25]","(0,1e+03]","Female","Black",15,0
"1375","(60,90]","(2e+03,4e+03]","Female","Hispanic",15,0
"1376","(0,25]","(2e+03,4e+03]","Female","Black",15,0
"1377","(30,40]","(2e+03,4e+03]","Female","White",15,1
"1378","(30,40]","(1e+03,2e+03]","Male","Hispanic",15,0
"1379","(50,60]","(2e+03,4e+03]","Female","White",15,1
"1380","(30,40]","(1e+03,2e+03]","Male","Black",15,0
"1381","(60,90]","(2e+03,4e+03]","Female","White",15,1
"1382","(40,50]","(0,1e+03]","Male","White",15,1
"1383","(60,90]","(2e+03,4e+03]","Female","White",15,1
"1384","(40,50]","(4e+03,6e+03]","Male","White",15,1
"1385","(60,90]","(2e+03,4e+03]","Male","Black",15,0
"1386","(30,40]","(0,1e+03]","Female","White",15,1
"1387","(25,30]","(6e+03,1e+04]","Female","White",15,1
"1388","(50,60]","(1e+04,3e+04]","Female","Black",15,1
"1389","(60,90]","(0,1e+03]","Female","White",15,1
"1390","(25,30]","(1e+03,2e+03]","Female","White",15,1
"1391","(30,40]","(1e+04,3e+04]","Male","Hispanic",15,0
"1392","(40,50]","(1e+03,2e+03]","Female","Black",15,1
"1393","(0,25]","(1e+03,2e+03]","Male","Black",15,0
"1394","(50,60]","(1e+03,2e+03]","Female","Hispanic",15,1
"1395","(60,90]","(0,1e+03]","Male","White",15,1
"1396","(60,90]","(1e+03,2e+03]","Female","White",15,1
"1397","(60,90]","(1e+03,2e+03]","Male","Black",15,1
"1398","(0,25]","(2e+03,4e+03]","Male","Black",15,0
"1399","(25,30]","(4e+03,6e+03]","Female","Hispanic",15,0
"1400","(0,25]","(4e+03,6e+03]","Male","Hispanic",15,0
"1401","(60,90]","(1e+04,3e+04]","Male","Black",15,0
"1402","(60,90]","(4e+03,6e+03]","Male","Hispanic",15,0
"1403","(0,25]","(2e+03,4e+03]","Female","Hispanic",15,0
"1404","(50,60]","(0,1e+03]","Male","Hispanic",15,0
"1405","(40,50]","(0,1e+03]","Female","Hispanic",15,0
"1406","(0,25]","(0,1e+03]","Female","Black",15,0
"1407","(60,90]","(1e+03,2e+03]","Female","Hispanic",15,1
"1408","(50,60]","(1e+03,2e+03]","Male","Hispanic",15,1
"1409","(30,40]","(0,1e+03]","Female","White",15,1
"1410","(40,50]","(0,1e+03]","Male","White",15,1
"1411","(60,90]","(0,1e+03]","Male","Black",15,0
"1412","(0,25]","(0,1e+03]","Male","Hispanic",15,0
"1413","(60,90]","(0,1e+03]","Male","Black",15,0
"1414","(30,40]","(1e+03,2e+03]","Male","Hispanic",15,0
"1415","(0,25]","(0,1e+03]","Male","Black",15,0
"1416","(60,90]","(0,1e+03]","Female","Hispanic",15,0
"1417","(60,90]","(1e+04,3e+04]","Male","White",15,1
"1418","(40,50]","(0,1e+03]","Female","White",15,1
"1419","(50,60]","(0,1e+03]","Female","Black",15,0
"1420","(0,25]","(0,1e+03]","Male","Black",15,0
"1421","(50,60]","(0,1e+03]","Female","White",15,1
"1422","(30,40]","(6e+03,1e+04]","Male","Black",15,0
"1423","(40,50]","(2e+03,4e+03]","Male","Black",15,0
"1424","(0,25]","(0,1e+03]","Female","Black",15,0
"1425","(50,60]","(6e+03,1e+04]","Female","Black",15,1
"1426","(60,90]","(1e+04,3e+04]","Male","White",15,1
"1427","(60,90]","(0,1e+03]","Female","Black",15,0
"1428","(60,90]","(6e+03,1e+04]","Female","Hispanic",15,0
"1429","(60,90]","(0,1e+03]","Female","Black",15,0
"1430","(25,30]","(6e+03,1e+04]","Female","Hispanic",15,1
"1431","(30,40]","(0,1e+03]","Female","Black",15,0
"1432","(60,90]","(6e+03,1e+04]","Female","Black",15,0
"1433","(0,25]","(0,1e+03]","Female","Black",15,0
"1434","(50,60]","(1e+04,3e+04]","Male","Black",15,1
"1435","(25,30]","(6e+03,1e+04]","Male","Hispanic",15,1
"1436","(0,25]","(1e+04,3e+04]","Female","Hispanic",15,0
"1437","(60,90]","(0,1e+03]","Female","White",15,1
"1438","(60,90]","(0,1e+03]","Female","Black",15,0
"1439","(60,90]","(0,1e+03]","Female","Black",15,0
"1440","(40,50]","(0,1e+03]","Male","White",15,1
"1441","(0,25]","(0,1e+03]","Female","White",15,0
"1442","(50,60]","(4e+03,6e+03]","Female","White",15,1
"1443","(60,90]","(0,1e+03]","Female","Black",15,0
"1444","(30,40]","(6e+03,1e+04]","Female","Hispanic",15,0
"1445","(60,90]","(1e+03,2e+03]","Female","Black",15,1
"1446","(60,90]","(6e+03,1e+04]","Female","White",15,1
"1447","(40,50]","(1e+04,3e+04]","Female","Hispanic",15,0
"1448","(60,90]","(2e+03,4e+03]","Male","Hispanic",15,0
"1449","(0,25]","(1e+04,3e+04]","Female","Black",15,0
"1450","(0,25]","(0,1e+03]","Male","White",15,0
"1451","(60,90]","(0,1e+03]","Male","Hispanic",15,0
"1452","(30,40]","(1e+04,3e+04]","Female","White",15,1
"1453","(30,40]","(0,1e+03]","Female","White",15,1
"1454","(60,90]","(6e+03,1e+04]","Male","Black",15,0
"1455","(60,90]","(0,1e+03]","Female","Black",15,0
"1456","(40,50]","(4e+03,6e+03]","Male","Hispanic",15,0
"1457","(40,50]","(6e+03,1e+04]","Male","White",15,1
"1458","(25,30]","(0,1e+03]","Female","Black",15,1
"1459","(25,30]","(0,1e+03]","Male","Hispanic",15,0
"1460","(60,90]","(1e+03,2e+03]","Male","White",15,1
"1461","(25,30]","(2e+03,4e+03]","Female","Black",15,1
"1462","(0,25]","(1e+03,2e+03]","Female","Black",15,0
"1463","(60,90]","(0,1e+03]","Female","Hispanic",15,0
"1464","(60,90]","(1e+03,2e+03]","Female","Hispanic",15,1
"1465","(60,90]","(0,1e+03]","Male","Black",15,0
"1466","(50,60]","(0,1e+03]","Female","Black",15,0
"1467","(60,90]","(0,1e+03]","Female","Hispanic",15,0
"1468","(50,60]","(2e+03,4e+03]","Female","Hispanic",15,1
"1469","(60,90]","(1e+03,2e+03]","Female","White",15,1
"1470","(50,60]","(1e+04,3e+04]","Female","Black",15,1
"1471","(30,40]","(0,1e+03]","Male","Black",15,0
"1472","(50,60]","(2e+03,4e+03]","Female","Hispanic",15,1
"1473","(0,25]","(1e+03,2e+03]","Female","Black",15,0
"1474","(25,30]","(0,1e+03]","Female","Black",15,1
"1475","(30,40]","(0,1e+03]","Female","White",15,1
"1476","(60,90]","(2e+03,4e+03]","Male","Hispanic",15,0
"1477","(60,90]","(1e+03,2e+03]","Male","Hispanic",15,1
"1478","(60,90]","(1e+04,3e+04]","Female","Black",15,0
"1479","(40,50]","(4e+03,6e+03]","Female","Hispanic",15,0
"1480","(60,90]","(1e+03,2e+03]","Female","White",15,1
"1481","(30,40]","(0,1e+03]","Female","Hispanic",15,0
"1482","(40,50]","(1e+03,2e+03]","Female","White",15,1
"1483","(0,25]","(0,1e+03]","Female","Black",15,0
"1484","(0,25]","(0,1e+03]","Female","Black",15,0
"1485","(40,50]","(0,1e+03]","Female","Hispanic",15,0
"1486","(60,90]","(1e+04,3e+04]","Female","White",15,1
"1487","(0,25]","(0,1e+03]","Male","Hispanic",15,0
"1488","(0,25]","(4e+03,6e+03]","Female","Black",15,0
"1489","(50,60]","(0,1e+03]","Male","Black",15,0
"1490","(0,25]","(0,1e+03]","Male","Hispanic",15,0
"1491","(0,25]","(0,1e+03]","Female","White",15,0
"1492","(25,30]","(1e+04,3e+04]","Male","Black",15,1
"1493","(0,25]","(1e+03,2e+03]","Male","Black",15,0
"1494","(0,25]","(0,1e+03]","Female","Hispanic",15,0
"1495","(60,90]","(1e+03,2e+03]","Female","Hispanic",15,1
"1496","(60,90]","(0,1e+03]","Male","Black",15,0
"1497","(60,90]","(2e+03,4e+03]","Female","Black",15,0
"1498","(0,25]","(6e+03,1e+04]","Female","Black",15,0
"1499","(50,60]","(1e+04,3e+04]","Female","Hispanic",15,1
"1500","(60,90]","(2e+03,4e+03]","Male","Black",15,0
"1501","(60,90]","(2e+03,4e+03]","Male","Hispanic",15,0
"1502","(60,90]","(4e+03,6e+03]","Female","White",15,1
"1503","(50,60]","(1e+04,3e+04]","Male","Black",15,1
"1504","(60,90]","(1e+04,3e+04]","Male","White",15,1
"1505","(60,90]","(0,1e+03]","Female","White",15,1
"1506","(0,25]","(0,1e+03]","Female","Black",15,0
"1507","(40,50]","(1e+04,3e+04]","Female","Hispanic",15,0
"1508","(0,25]","(0,1e+03]","Male","White",15,0
"1509","(50,60]","(4e+03,6e+03]","Female","White",15,1
"1510","(60,90]","(6e+03,1e+04]","Female","Black",15,0
"1511","(0,25]","(0,1e+03]","Male","White",15,0
"1512","(0,25]","(1e+04,3e+04]","Female","Black",15,0
"1513","(30,40]","(2e+03,4e+03]","Female","Hispanic",15,0
