"","hhid","choice","PPk_Stk","PBB_Stk","PFl_Stk","PHse_Stk","PGen_Stk","PImp_Stk","PSS_Tub","PPk_Tub","PFl_Tub","PHse_Tub"
"839",2111013,3,0.58,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"840",2111013,3,0.58,0.61,0.99,0.45,0.34,0.75,0.85,1.07,1.19,0.59
"841",2111013,3,0.5,0.5,0.99,0.19,0.34,0.72,0.85,1.08,1.19,0.74
"842",2111013,3,0.5,0.5,0.99,0.45,0.33,0.78,0.91,1.07,1.19,0.78
"843",2111013,3,0.58,0.58,0.99,0.45,0.33,0.79,0.89,1.09,1.19,0.68
"844",2111013,3,0.58,0.58,0.99,0.29,0.34,0.72,0.85,1.07,1.2,0.59
"845",2111013,3,0.58,0.58,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.55
"846",2111013,3,0.58,0.25,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
"847",2111013,3,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.54
"848",2111013,3,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
"849",2111013,3,0.58,0.5,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
"850",2111104,1,0.29,0.5,0.95,0.57,0.36,0.69,0.79,1.09,1.19,0.59
"851",2111104,1,0.62,0.5,0.99,0.57,0.33,0.75,0.85,1.09,1.19,0.59
"852",2111104,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
"853",2111104,5,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
"854",2111104,5,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"855",2111104,4,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"856",2111104,1,0.5,0.58,0.99,0.45,0.34,0.72,0.85,1.07,1.19,0.59
"857",2111104,5,0.5,0.58,0.99,0.19,0.33,0.69,0.85,1.07,1.19,0.59
"858",2111104,1,0.58,0.45,0.99,0.45,0.34,0.72,0.85,1.07,1.19,0.59
"859",2111104,2,0.58,0.45,1.08,0.25,0.33,0.72,0.85,1.07,1.19,0.59
"860",2111104,4,0.58,0.58,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
"861",2111104,2,0.58,0.25,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
"862",2111104,4,0.58,0.58,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
"863",2111104,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
"864",2111104,1,0.39,0.51,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
"865",2111104,1,0.29,0.45,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
"866",2111120,3,0.67,0.67,1.08,0.57,0.49,0.83,0.85,0.98,1.17,0.59
"867",2111120,1,0.67,0.67,1.08,0.57,0.49,0.83,0.85,0.98,1.17,0.59
"868",2111120,1,0.67,0.67,1.08,0.57,0.49,0.9,0.85,0.98,1.17,0.6
"869",2111120,1,0.67,0.58,1.08,0.57,0.49,1.12,0.85,0.98,1.27,0.88
"870",2111120,1,0.63,0.59,0.99,0.57,0.49,0.79,0.6,0.99,1.17,0.59
"871",2111120,1,0.63,0.59,1.08,0.57,0.49,0.79,0.85,0.98,1.17,0.59
"872",2111120,1,0.63,0.67,1.08,0.57,0.45,0.93,0.85,0.98,1.17,0.59
"873",2111120,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"874",2111120,1,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"875",2111385,1,0.19,0.67,1.09,0.57,0.34,0.93,0.85,1.09,1.19,0.33
"876",2111385,8,0.5,0.58,0.99,0.19,0.33,0.69,0.85,1.07,1.19,0.59
"877",2111385,1,0.5,0.58,0.99,0.19,0.33,0.69,0.85,1.07,1.19,0.59
"878",2111385,4,0.58,0.67,1.08,0.25,0.33,0.72,0.85,1.07,1.19,0.59
"879",2111385,2,0.58,0.25,0.99,0.27,0.33,0.92,0.85,1.07,1.19,0.59
"880",2111385,1,0.29,0.5,0.99,0.3,0.33,0.72,0.85,1.07,1.19,0.59
"881",2111385,1,0.58,0.58,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
"882",2111427,7,0.63,0.67,0.99,0.57,0.49,0.78,0.88,1.08,1.17,0.5
"883",2111427,7,0.67,0.67,1.08,0.57,0.49,0.83,0.85,0.98,1.17,0.59
"884",2111427,9,0.63,0.66,0.99,0.57,0.36,0.93,0.85,1.09,1.19,0.69
"885",2111427,3,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"886",2111492,9,0.63,0.67,1.09,0.57,0.45,0.93,0.85,0.98,1.17,0.59
"887",2111492,9,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
"888",2111492,1,0.29,0.5,0.99,0.57,0.36,0.69,0.79,1.09,1.19,0.59
"889",2111492,3,0.58,0.58,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
"890",2111492,9,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
"891",2111492,9,0.39,0.58,0.99,0.29,0.33,0.69,0.79,1.08,1.19,0.56
"892",2111526,7,0.29,0.5,0.99,0.57,0.36,0.69,0.79,1.09,1.19,0.59
"893",2111526,7,0.62,0.61,1.09,0.57,0.34,1.07,0.85,1.09,1.19,0.59
"894",2111526,7,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.58
"895",2111526,6,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"896",2111526,7,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"897",2111526,7,0.58,0.25,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"898",2111526,7,0.29,0.5,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
"899",2111526,7,0.58,0.25,0.99,0.29,0.33,0.72,0.5,1.07,1.19,0.59
"900",2111526,7,0.39,0.58,0.99,0.29,0.33,0.69,0.63,1.09,1.19,0.56
"901",2111526,7,0.39,0.58,0.99,0.29,0.33,0.69,0.63,1.09,1.19,0.56
"902",2111526,6,0.39,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
"903",2111526,7,0.58,0.19,0.99,0.29,0.34,0.69,0.63,1.07,1.19,0.56
"904",2111583,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"905",2111583,1,0.58,0.58,0.99,0.29,0.34,0.72,0.85,1.07,1.2,0.59
"906",2111583,1,0.39,0.55,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
"907",2111609,1,0.63,0.67,1.09,0.57,0.45,0.93,0.85,0.98,1.17,0.59
"908",2111609,4,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
"909",2111609,4,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
"910",2111609,2,0.5,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"911",2111609,1,0.39,0.58,0.99,0.29,0.33,0.69,0.79,1.1,1.19,0.56
"912",2111609,2,0.58,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
"913",2111765,1,0.67,0.67,1.08,0.57,0.49,0.83,0.85,0.98,1.17,0.49
"914",2111765,1,0.67,0.67,1.13,0.57,0.49,0.83,0.85,0.98,1.21,0.76
"915",2111765,1,0.19,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
"916",2111765,1,0.5,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
"917",2111765,1,0.5,0.59,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
"918",2111765,2,0.39,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
"919",2111765,7,0.39,0.19,0.99,0.29,0.34,0.69,0.56,1.07,1.19,0.56
"920",2111872,9,0.29,0.5,0.99,0.29,0.33,0.69,0.56,1.09,1.19,0.56
"921",2111922,1,0.62,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
"922",2111922,1,0.62,0.5,1.13,0.57,0.36,0.93,0.85,1.16,1.19,0.59
"923",2111922,1,0.62,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
"924",2111922,1,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
"925",2111922,1,0.62,0.5,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
"926",2111922,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.61
"927",2111922,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.56
"928",2111922,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
"929",2111922,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
"930",2111922,1,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"931",2111922,1,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
"932",2111922,1,0.58,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"933",2111922,1,0.5,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"934",2111922,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"935",2111922,1,0.58,0.58,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
"936",2111922,1,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.1,1.19,0.56
"937",2111922,1,0.39,0.51,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
"938",2111922,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
"939",2111948,2,0.63,0.59,0.99,0.57,0.49,0.79,0.85,0.98,1.17,0.59
"940",2111948,1,0.63,0.59,1.08,0.57,0.45,0.93,0.85,0.98,1.17,0.59
"941",2111948,1,0.19,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
"942",2111948,1,0.29,0.59,1.08,0.57,0.34,0.93,0.85,1.09,1.19,0.33
"943",2111948,1,0.29,0.59,1.08,0.57,0.34,0.93,0.85,1.09,1.19,0.33
"944",2111948,2,0.63,0.67,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.59
"945",2111948,2,0.62,0.29,1.09,0.58,0.36,1.38,0.85,1.09,1.19,0.7
"946",2111948,2,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
"947",2111948,1,0.29,0.5,0.99,0.57,0.36,0.69,0.79,1.09,1.19,0.59
"948",2111948,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
"949",2111948,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"950",2111948,1,0.58,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"951",2111948,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"952",2111948,1,0.58,0.65,0.99,0.25,0.34,0.72,0.85,1.07,1.19,0.59
"953",2111948,2,0.58,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
"954",2112193,1,0.63,0.67,0.99,0.57,0.36,1.03,0.85,1.09,1.19,0.37
"955",2112193,8,0.62,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
"956",2112193,2,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
"957",2112193,5,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
"958",2112193,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
"959",2112193,7,0.62,0.61,0.99,0.49,0.33,0.75,0.5,1.09,1.19,0.59
"960",2112193,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"961",2112193,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"962",2112193,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"963",2112193,4,0.5,0.58,0.99,0.19,0.33,0.72,0.85,1.07,1.19,0.59
"964",2112193,1,0.29,0.51,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
"965",2112193,1,0.29,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
"966",2112193,1,0.29,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
"967",2112193,1,0.19,0.47,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
"968",2112235,1,0.5,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
"969",2112235,1,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
"970",2112235,1,0.29,0.67,1.09,0.57,0.34,0.93,0.85,1.09,1.19,0.33
"971",2112235,1,0.62,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
"972",2112235,1,0.29,0.5,0.99,0.57,0.36,0.69,0.79,1.09,1.19,0.59
"973",2112235,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.56
"974",2112235,1,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"975",2112235,1,0.62,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"976",2112235,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"977",2112235,1,0.58,0.25,0.99,0.25,0.33,0.72,0.85,1.07,1.19,0.59
"978",2112235,1,0.58,0.58,0.99,0.34,0.33,0.72,0.85,1.07,1.19,0.59
"979",2112235,1,0.29,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
"980",2112235,1,0.39,0.51,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
"981",2112235,1,0.39,0.5,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
"982",2112243,5,0.63,0.67,0.99,0.57,0.49,0.93,0.85,0.98,1.17,0.59
"983",2112243,4,0.63,0.67,1.08,0.57,0.45,0.93,0.85,0.98,1.17,0.59
"984",2112243,2,0.66,0.5,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
"985",2112243,1,0.29,0.67,1.08,0.57,0.35,0.93,0.85,1.09,1.19,0.33
"986",2112243,4,0.62,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
"987",2112243,1,0.29,0.5,0.99,0.57,0.35,0.69,0.79,1.09,1.19,0.67
"988",2112243,5,0.62,0.5,0.99,0.31,0.36,0.75,0.85,1.1,1.19,0.59
"989",2112243,2,0.58,0.25,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
"990",2112730,1,0.67,0.67,1.08,0.57,0.49,0.84,0.85,0.98,1.17,0.59
"991",2112730,8,0.67,0.58,1.08,0.57,0.49,2.3,0.85,0.98,1.17,0.59
"992",2112730,1,0.67,0.58,1.08,0.57,0.49,2.3,0.85,0.98,1.17,0.59
"993",2112730,1,0.63,0.67,1.09,0.57,0.45,0.93,0.85,0.98,1.17,0.59
"994",2112730,1,0.66,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
"995",2112730,1,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
"996",2112730,1,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.34
"997",2112730,1,0.63,0.7,0.99,0.57,0.36,0.93,0.85,1.09,1.19,0.89
"998",2112730,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
"999",2112730,1,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
"1000",2112730,1,0.29,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
"1001",2112847,4,0.63,0.59,0.99,0.57,0.36,0.88,0.85,1.09,1.19,0.59
"1002",2112847,4,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
"1003",2112847,7,0.58,0.25,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
"1004",2113019,7,0.66,0.67,1.08,0.57,0.45,0.93,0.7,1.09,1.17,0.59
"1005",2113019,10,0.58,0.25,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"1006",2113019,7,0.19,0.5,0.99,0.29,0.33,0.69,0.56,1.07,1.19,0.56
"1007",2113043,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.61
"1008",2113043,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.56
"1009",2113043,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
"1010",2113043,1,0.5,0.61,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"1011",2113043,1,0.58,0.58,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
"1012",2113043,1,0.58,0.63,0.99,0.35,0.33,0.72,0.85,1.07,1.19,0.59
"1013",2113043,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.11,1.19,0.56
"1014",2113043,1,0.29,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
"1015",2113175,3,0.63,0.67,1.09,0.57,0.33,0.93,0.7,0.98,1.17,0.59
"1016",2113175,3,0.19,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
"1017",2113175,3,0.5,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
"1018",2113175,3,0.63,0.67,1.09,0.57,0.36,0.91,0.85,1.09,1.19,0.55
"1019",2113175,3,0.62,0.53,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
"1020",2113175,3,0.62,0.61,0.99,0.49,0.33,0.75,0.5,1.09,1.19,0.59
"1021",2113175,3,0.62,0.39,0.99,0.45,0.33,0.75,0.65,1.09,1.19,0.59
"1022",2113175,3,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"1023",2113266,5,0.66,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
"1024",2113266,5,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
"1025",2113266,5,0.66,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.33
"1026",2113266,1,0.29,0.67,1.09,0.57,0.34,0.93,0.85,1.09,1.19,0.33
"1027",2113266,5,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.34
"1028",2113266,5,0.63,0.7,0.99,0.57,0.36,0.93,0.85,1.09,1.19,0.89
"1029",2113266,1,0.62,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
"1030",2113266,2,0.62,0.5,1.09,0.57,0.33,1.02,0.85,1.09,1.19,0.59
"1031",2113266,4,0.62,0.61,1.09,0.57,0.36,0.69,0.85,1.09,1.19,0.59
"1032",2113266,5,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
"1033",2113266,5,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
"1034",2113266,5,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"1035",2113266,5,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"1036",2113266,4,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"1037",2113266,5,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"1038",2113266,4,0.58,0.5,0.99,0.33,0.34,0.72,0.85,1.07,1.19,0.59
"1039",2113266,4,0.58,0.25,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
"1040",2113266,4,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
"1041",2113340,8,0.63,0.67,0.99,0.57,0.39,0.93,0.85,0.98,1.17,0.59
"1042",2113340,3,0.63,0.67,0.99,0.57,0.39,0.93,0.85,0.98,1.17,0.59
"1043",2113340,2,0.66,0.5,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
"1044",2113340,4,0.62,0.61,1.09,0.29,0.36,0.75,0.85,1.09,1.19,0.59
"1045",2113340,1,0.39,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
"1046",2113464,2,0.62,0.5,1.09,0.57,0.33,1.02,0.85,1.09,1.19,0.59
"1047",2113464,4,0.62,0.61,1.09,0.29,0.36,0.75,0.85,1.09,1.19,0.59
"1048",2113464,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
"1049",2113464,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"1050",2113464,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"1051",2113464,4,0.62,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"1052",2113464,2,0.62,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"1053",2113464,2,0.5,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"1054",2113464,2,0.58,0.25,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"1055",2113464,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
"1056",2113464,2,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
"1057",2113464,9,0.58,0.25,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
"1058",2113464,2,0.58,0.25,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
"1059",2113464,1,0.29,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
"1060",2113472,3,0.63,0.67,0.99,0.57,0.39,0.93,0.86,0.98,1.17,1.27
"1061",2113472,1,0.29,0.67,1.09,0.57,0.35,0.93,0.85,1.09,1.19,0.33
"1062",2113472,1,0.62,0.47,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
"1063",2113472,1,0.58,0.58,0.99,0.33,0.34,0.72,0.85,1.07,1.19,0.59
"1064",2113472,1,0.29,0.45,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
"1065",2113597,1,0.62,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
"1066",2113597,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
"1067",2113597,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
"1068",2113597,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"1069",2113597,1,0.5,0.58,0.99,0.45,0.33,0.75,0.85,1.07,1.19,0.59
"1070",2113597,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"1071",2113597,8,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"1072",2113597,2,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"1073",2113597,1,0.29,0.5,0.99,0.33,0.25,0.72,0.85,1.07,1.19,0.59
"1074",2113597,2,0.58,0.25,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
"1075",2113597,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
"1076",2113639,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"1077",2113639,1,0.29,0.51,0.99,0.33,0.33,0.72,0.85,1.07,1.21,0.59
"1078",2113639,1,0.29,0.5,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
"1079",2113639,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
"1080",2113696,9,0.63,0.67,1.09,0.57,0.45,0.92,0.85,0.98,1.17,0.59
"1081",2113696,9,0.66,0.5,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
"1082",2113696,9,0.5,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
"1083",2113696,9,0.63,0.67,1.09,0.57,0.36,0.91,0.85,1.09,1.19,0.55
"1084",2113696,9,0.62,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
"1085",2113696,9,0.62,0.29,1.09,0.57,0.36,0.94,0.85,1.09,1.19,0.59
"1086",2113696,9,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
"1087",2113696,9,0.62,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"1088",2113696,9,0.25,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"1089",2113696,9,0.5,0.39,0.99,0.45,0.33,0.72,0.65,1.07,1.19,0.59
"1090",2113696,1,0.5,0.39,0.99,0.19,0.33,0.72,0.85,1.07,1.19,0.59
"1091",2113696,9,0.58,0.58,0.99,0.25,0.33,0.72,0.85,1.07,1.19,0.59
"1092",2113696,9,0.58,0.5,0.99,0.33,0.34,0.72,0.65,1.07,1.19,0.59
"1093",2113696,9,0.58,0.58,0.99,0.33,0.34,0.72,0.85,1.07,1.19,0.59
"1094",2113696,9,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
"1095",2113779,2,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
"1096",2113779,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
"1097",2113779,1,0.25,0.61,0.99,0.45,0.33,0.74,0.85,1.09,1.19,0.59
"1098",2113779,2,0.58,0.19,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
"1099",2113910,7,0.63,0.67,1.09,0.57,0.39,0.93,0.6,0.98,1.17,0.59
"1100",2113910,1,0.19,0.67,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.59
"1101",2113951,1,0.67,0.67,1.08,0.57,0.49,0.9,0.85,0.98,1.17,0.6
"1102",2113951,1,0.63,0.67,0.99,0.57,0.39,0.93,0.85,0.98,1.17,0.59
"1103",2113951,1,0.63,0.67,1.08,0.57,0.33,0.75,0.6,0.98,1.17,0.59
"1104",2113951,6,0.63,0.67,1.08,0.57,0.45,0.93,0.85,0.98,1.17,0.59
"1105",2113951,3,0.63,0.67,1.08,0.57,0.45,0.93,0.7,0.98,1.17,0.59
"1106",2113951,3,0.5,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
"1107",2113951,1,0.66,0.67,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.33
"1108",2113951,1,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
"1109",2113951,1,0.29,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
"1110",2113951,1,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
"1111",2113951,1,0.62,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
"1112",2113951,2,0.62,0.29,1.09,0.57,0.36,0.94,0.85,1.09,1.19,0.59
"1113",2113951,2,0.5,0.5,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
"1114",2113951,1,0.29,0.51,0.99,0.33,0.33,0.72,0.85,1.07,1.21,0.59
"1115",2113951,1,0.58,0.58,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.55
"1116",2113951,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
"1117",2114017,9,0.63,0.67,1.09,0.57,0.33,0.75,0.85,0.98,1.17,0.59
"1118",2114017,3,0.63,0.59,1.08,0.57,0.45,0.93,0.85,0.98,1.17,0.59
"1119",2114017,9,0.63,0.59,1.08,0.57,0.45,0.93,0.85,0.98,1.17,0.59
